ArticleNo,Relevant?,Strong dummy,Unsure_int,Sure,Study,PubYear,Title,Pblshd?,Publication series name (text),Estimate,SE,t-stats,z-stats,p-value,EstimPage,Estimate,SE,t-stats,z-stats,p-value,Effect on DV + page (text),Shock/change in IV + page (text),EstimPreference,Multiplicator to obtain estimates in points (number),,,lagged (t-1),lagged (t-x)?,Event window start,Event window end,Length of the CAR period,day average,months (0/1),Event Start,Event End,Event_symmetry,Event_start_end_adj,Event Length,0_0,-1_0,0_1,-1_1,-3_0,0_3,-3_3,-7_0,0_7,-7_7,-14_0,0_14,-14_14,-30_0,0_30,-30_30,Type of event,Whatever comes first,Initial press annoucement,Proxy mailing date,Shareholder meeting date,13D/13G filing,Decision,Focus List,LetterDay,ThresholdReach,Objective,All,General undervaluation,Performance + governance,Governance - general,Governance - seats,Governance - rescind,Governance - renumeration,Governance - voting,Governance - other,Capital Structure,Business Strategy,Sale,Other,Outcome,Outcome - success,Outcome - unuccessful,Outvome - NA,DV (text),DV page,Market model,market-adjusted returns,FF,BHAR,Rovnice,Equal-weighted,Value-weighted,IV (text),IV page,Type of activist (text),hedge fund activism,Calpers,Other pension funds/institutions,Coalition of institutions,By individuals,Coalition/group of individuals,All,Group,Type of activism (text),ActivismAll,Proposals,Negotiation,Proxy,Prop_Neg/Proxy,Prop+Neg+Proxy,Litigation,ActivismOther,IV more vars,datastart_y,dataend_y,datastart_mqh,dataend_mqh,Midyear,Length,Sample size,Daily,Monthly,Data source,Region (text),Number of countries (text),Number of firms/events,Subsample specification (text),US,Germany,Europe,Asia,Model and page (text),SE clustered/robust,SE adjustment (text),Control variables + page (text),RoA,Size,Dynamic,Estimation methodology (text),OLS,IV,Panel FE,Otherest,Impact,Cit,First year in GS,Region (text),Midyear,Concatenate,English-origin,French-origin,German-origin,Scandinavian-origin,antidirector rights,Regulatory disclosure threshold,Rule_of_Law,Cap_GDP,HHI,Sarbanes_Oxley
20,Odhad,0,0,1,Nelson,2006,The CalPERS effect revisited again,1,Journal of Corporate Finance,-0.21,,0.1,,,8,-0.21,,0.1,,,"p7: The results presented in panel A of Table 3 are consistent with those of Wahal (1996), with a significant CAR of 1.72% over the ( 1, +5) window for all CalPERS targetings.",,,0.01,-0.21,2.0999999999999996,0,0,-1,0,2,,0,-1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p9: announcement of CalPERS targeting a firm - p4 - WSJ,0,1,0,0,0,0,0,0,0,p2: performance and overall governance practices,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,p9: the market model is used to calculate the cumulative abnormal returns using an estimation period beginning  275 trading days and ending  21 trading days relative to the announcement date using the CRSP equally weighted index,p9,1,0,0,0,0,1,0,NA,NA,p1: Calpers,0,1,0,0,0,0,0,0,"p1+2: shareholders proposals, proxy proposals, (corp gov + takeover-related) + direct negotiations",0,0,0,0,1,0,0,0,0,1994,2003,,,1998.5,,56,1,0,"p9: Wahal, 1996 + Wall Street Journal using the ProQuest online databases + Calpers Focus list release",US,1,56,PostWahal (1996) 1994–2003 sample - clean sample,1,0,0,0,p8: simple,1,"p9: but assumes no cross-sectional dependence in abnormal returns. t-statistic of Boehmer et al. (1991) uses a standardized residual method as in Patell (1976), but then adds a correction for event-induced variance.",0,0,0,0,p8: OLS (probably),1,0,0,0,0.35699999999999998,80,2006,US,1998.5,"US1998,5",1,0,0,0,5,0.05,1.55842825,148.01498951314318,7.2911983043829481E-2,0
20,Odhad,0,0,1,Nelson,2006,The CalPERS effect revisited again,1,Journal of Corporate Finance,0.26,,1.27,,,8,0.26,,1.27,,,"p7: The results presented in panel A of Table 3 are consistent with those of Wahal (1996), with a significant CAR of 1.72% over the ( 1, +5) window for all CalPERS targetings.",,,0.01,0.26,0.20472440944881889,0,0,0,0,1,,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p9: announcement of CalPERS targeting a firm - p4 - WSJ,0,1,0,0,0,0,0,0,0,p2: performance and overall governance practices,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,p9: the market model is used to calculate the cumulative abnormal returns using an estimation period beginning  275 trading days and ending  21 trading days relative to the announcement date using the CRSP equally weighted index,p9,1,0,0,0,0,1,0,NA,NA,p1: Calpers,0,1,0,0,0,0,0,0,"p1+2: shareholders proposals, proxy proposals, (corp gov + takeover-related) + direct negotiations",0,0,0,0,1,0,0,0,0,1994,2003,,,1998.5,,56,1,0,"p9: Wahal, 1996 + Wall Street Journal using the ProQuest online databases + Calpers Focus list release",US,1,56,PostWahal (1996) 1994–2003 sample - clean sample,1,0,0,0,p8: simple,1,"p9: but assumes no cross-sectional dependence in abnormal returns. t-statistic of Boehmer et al. (1991) uses a standardized residual method as in Patell (1976), but then adds a correction for event-induced variance.",0,0,0,0,p8: OLS (probably),1,0,0,0,0.35699999999999998,80,2006,US,1998.5,"US1998,5",1,0,0,0,5,0.05,1.55842825,148.01498951314318,7.2911983043829481E-2,0
20,Odhad,0,0,1,Nelson,2006,The CalPERS effect revisited again,1,Journal of Corporate Finance,-0.14000000000000001,,0.56000000000000005,,,8,-0.14000000000000001,,0.56000000000000005,,,"p7: The results presented in panel A of Table 3 are consistent with those of Wahal (1996), with a significant CAR of 1.72% over the ( 1, +5) window for all CalPERS targetings.",,,0.01,-0.14000000000000001,0.25,0,0,-1,1,3,,0,-1,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p9: announcement of CalPERS targeting a firm - p4 - WSJ,0,1,0,0,0,0,0,0,0,p2: performance and overall governance practices,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,p9: the market model is used to calculate the cumulative abnormal returns using an estimation period beginning  275 trading days and ending  21 trading days relative to the announcement date using the CRSP equally weighted index,p9,1,0,0,0,0,1,0,NA,NA,p1: Calpers,0,1,0,0,0,0,0,0,"p1+2: shareholders proposals, proxy proposals, (corp gov + takeover-related) + direct negotiations",0,0,0,0,1,0,0,0,0,1994,2003,,,1998.5,,56,1,0,"p9: Wahal, 1996 + Wall Street Journal using the ProQuest online databases + Calpers Focus list release",US,1,56,PostWahal (1996) 1994–2003 sample - clean sample,1,0,0,0,p8: simple,1,"p9: but assumes no cross-sectional dependence in abnormal returns. t-statistic of Boehmer et al. (1991) uses a standardized residual method as in Patell (1976), but then adds a correction for event-induced variance.",0,0,0,0,p8: OLS (probably),1,0,0,0,0.35699999999999998,80,2006,US,1998.5,"US1998,5",1,0,0,0,5,0.05,1.55842825,148.01498951314318,7.2911983043829481E-2,0
20,Odhad,0,0,1,Nelson,2006,The CalPERS effect revisited again,1,Journal of Corporate Finance,0.34,,0.71,,,8,0.34,,0.71,,,"p7: The results presented in panel A of Table 3 are consistent with those of Wahal (1996), with a significant CAR of 1.72% over the ( 1, +5) window for all CalPERS targetings.",,,0.01,0.34,0.4788732394366198,0,0,-2,2,5,,0,-2,2,1,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,p9: announcement of CalPERS targeting a firm - p4 - WSJ,0,1,0,0,0,0,0,0,0,p2: performance and overall governance practices,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,p9: the market model is used to calculate the cumulative abnormal returns using an estimation period beginning  275 trading days and ending  21 trading days relative to the announcement date using the CRSP equally weighted index,p9,1,0,0,0,0,1,0,NA,NA,p1: Calpers,0,1,0,0,0,0,0,0,"p1+2: shareholders proposals, proxy proposals, (corp gov + takeover-related) + direct negotiations",0,0,0,0,1,0,0,0,0,1994,2003,,,1998.5,,56,1,0,"p9: Wahal, 1996 + Wall Street Journal using the ProQuest online databases + Calpers Focus list release",US,1,56,PostWahal (1996) 1994–2003 sample - clean sample,1,0,0,0,p8: simple,1,"p9: but assumes no cross-sectional dependence in abnormal returns. t-statistic of Boehmer et al. (1991) uses a standardized residual method as in Patell (1976), but then adds a correction for event-induced variance.",0,0,0,0,p8: OLS (probably),1,0,0,0,0.35699999999999998,80,2006,US,1998.5,"US1998,5",1,0,0,0,5,0.05,1.55842825,148.01498951314318,7.2911983043829481E-2,0
20,Odhad,0,0,1,Nelson,2006,The CalPERS effect revisited again,1,Journal of Corporate Finance,0.4,,1.34,,,9,0.4,,1.34,,,"p7: The results presented in panel A of Table 3 are consistent with those of Wahal (1996), with a significant CAR of 1.72% over the ( 1, +5) window for all CalPERS targetings.",,,0.01,0.4,0.29850746268656714,0,0,-1,0,2,,0,-1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p9: announcement of CalPERS targeting a firm,0,1,0,0,0,0,0,0,0,p2: performance and overall governance practices,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,p9: the market model is used to calculate the cumulative abnormal returns using an estimation period beginning  275 trading days and ending  21 trading days relative to the announcement date using the CRSP equally weighted index,p9,1,0,0,0,0,1,0,NA,NA,p1: Calpers,0,1,0,0,0,0,0,0,"p1+2: shareholders proposals, proxy proposals, (corp gov + takeover-related) + direct negotiations",0,0,0,0,1,0,0,0,0,1992,1997,,,1994.5,,63,1,0,"p9: Wahal, 1996 + Wall Street Journal using the ProQuest online databases + Calpers Focus list release",US,1,63,"English, Smythe, and McNeils’ (2004) 1992–1997 Sample - Full sample",1,0,0,0,p9: simple,1,"p9: but assumes no cross-sectional dependence in abnormal returns. t-statistic of Boehmer et al. (1991) uses a standardized residual method as in Patell (1976), but then adds a correction for event-induced variance.",0,0,0,0,p9: OLS (probably),1,0,0,0,0.35699999999999998,80,2006,US,1994.5,"US1994,5",1,0,0,0,5,0.05,1.592754,80.750683440251521,7.2558042825291713E-2,0
20,Odhad,0,0,1,Nelson,2006,The CalPERS effect revisited again,1,Journal of Corporate Finance,0.41,,1.25,,,9,0.41,,1.25,,,"p7: The results presented in panel A of Table 3 are consistent with those of Wahal (1996), with a significant CAR of 1.72% over the ( 1, +5) window for all CalPERS targetings.",,,0.01,0.40999999999999992,0.32799999999999996,0,0,0,0,1,,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p9: announcement of CalPERS targeting a firm,0,1,0,0,0,0,0,0,0,p2: performance and overall governance practices,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,p9: the market model is used to calculate the cumulative abnormal returns using an estimation period beginning  275 trading days and ending  21 trading days relative to the announcement date using the CRSP equally weighted index,p9,1,0,0,0,0,1,0,NA,NA,p1: Calpers,0,1,0,0,0,0,0,0,"p1+2: shareholders proposals, proxy proposals, (corp gov + takeover-related) + direct negotiations",0,0,0,0,1,0,0,0,0,1992,1997,,,1994.5,,63,1,0,"p9: Wahal, 1996 + Wall Street Journal using the ProQuest online databases + Calpers Focus list release",US,1,63,"English, Smythe, and McNeils’ (2004) 1992–1997 Sample - Full sample",1,0,0,0,p9: simple,1,"p9: but assumes no cross-sectional dependence in abnormal returns. t-statistic of Boehmer et al. (1991) uses a standardized residual method as in Patell (1976), but then adds a correction for event-induced variance.",0,0,0,0,p9: OLS (probably),1,0,0,0,0.35699999999999998,80,2006,US,1994.5,"US1994,5",1,0,0,0,5,0.05,1.592754,80.750683440251521,7.2558042825291713E-2,0
20,Odhad,0,0,1,Nelson,2006,The CalPERS effect revisited again,1,Journal of Corporate Finance,0.99,,2.62,,,9,0.99,,2.62,,,"p7: The results presented in panel A of Table 3 are consistent with those of Wahal (1996), with a significant CAR of 1.72% over the ( 1, +5) window for all CalPERS targetings.",,,0.01,0.9900000000000001,0.37786259541984735,0,0,-1,1,3,,0,-1,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p9: announcement of CalPERS targeting a firm,0,1,0,0,0,0,0,0,0,p2: performance and overall governance practices,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,p9: the market model is used to calculate the cumulative abnormal returns using an estimation period beginning  275 trading days and ending  21 trading days relative to the announcement date using the CRSP equally weighted index,p9,1,0,0,0,0,1,0,NA,NA,p1: Calpers,0,1,0,0,0,0,0,0,"p1+2: shareholders proposals, proxy proposals, (corp gov + takeover-related) + direct negotiations",0,0,0,0,1,0,0,0,0,1992,1997,,,1994.5,,63,1,0,"p9: Wahal, 1996 + Wall Street Journal using the ProQuest online databases + Calpers Focus list release",US,1,63,"English, Smythe, and McNeils’ (2004) 1992–1997 Sample - Full sample",1,0,0,0,p9: simple,1,"p9: but assumes no cross-sectional dependence in abnormal returns. t-statistic of Boehmer et al. (1991) uses a standardized residual method as in Patell (1976), but then adds a correction for event-induced variance.",0,0,0,0,p9: OLS (probably),1,0,0,0,0.35699999999999998,80,2006,US,1994.5,"US1994,5",1,0,0,0,5,0.05,1.592754,80.750683440251521,7.2558042825291713E-2,0
20,Odhad,0,0,1,Nelson,2006,The CalPERS effect revisited again,1,Journal of Corporate Finance,0.74,,1.7,,,9,0.74,,1.7,,,"p7: The results presented in panel A of Table 3 are consistent with those of Wahal (1996), with a significant CAR of 1.72% over the ( 1, +5) window for all CalPERS targetings.",,,0.01,0.74,0.43529411764705883,0,0,-2,2,5,,0,-2,2,1,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,p9: announcement of CalPERS targeting a firm,0,1,0,0,0,0,0,0,0,p2: performance and overall governance practices,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,p9: the market model is used to calculate the cumulative abnormal returns using an estimation period beginning  275 trading days and ending  21 trading days relative to the announcement date using the CRSP equally weighted index,p9,1,0,0,0,0,1,0,NA,NA,p1: Calpers,0,1,0,0,0,0,0,0,"p1+2: shareholders proposals, proxy proposals, (corp gov + takeover-related) + direct negotiations",0,0,0,0,1,0,0,0,0,1992,1997,,,1994.5,,63,1,0,"p9: Wahal, 1996 + Wall Street Journal using the ProQuest online databases + Calpers Focus list release",US,1,63,"English, Smythe, and McNeils’ (2004) 1992–1997 Sample - Full sample",1,0,0,0,p9: simple,1,"p9: but assumes no cross-sectional dependence in abnormal returns. t-statistic of Boehmer et al. (1991) uses a standardized residual method as in Patell (1976), but then adds a correction for event-induced variance.",0,0,0,0,p9: OLS (probably),1,0,0,0,0.35699999999999998,80,2006,US,1994.5,"US1994,5",1,0,0,0,5,0.05,1.592754,80.750683440251521,7.2558042825291713E-2,0
20,Odhad,0,0,1,Nelson,2006,The CalPERS effect revisited again,1,Journal of Corporate Finance,0.43,,1.31,,,9,0.43,,1.31,,,"p7: The results presented in panel A of Table 3 are consistent with those of Wahal (1996), with a significant CAR of 1.72% over the ( 1, +5) window for all CalPERS targetings.",,,0.01,0.43,0.3282442748091603,0,0,-1,0,2,,0,-1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p9: announcement of CalPERS targeting a firm,0,1,0,0,0,0,0,0,0,p2: performance and overall governance practices,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,p9: the market model is used to calculate the cumulative abnormal returns using an estimation period beginning  275 trading days and ending  21 trading days relative to the announcement date using the CRSP equally weighted index,p9,1,0,0,0,0,1,0,NA,NA,p1: Calpers,0,1,0,0,0,0,0,0,"p1+2: shareholders proposals, proxy proposals, (corp gov + takeover-related) + direct negotiations",0,0,0,0,1,0,0,0,0,1992,1997,,,1994.5,,45,1,0,"p9: Wahal, 1996 + Wall Street Journal using the ProQuest online databases + Calpers Focus list release",US,1,45,"English, Smythe, and McNeils’ (2004) 1992–1997 Sample - No repeat sample",1,0,0,0,p9: simple,1,"p9: but assumes no cross-sectional dependence in abnormal returns. t-statistic of Boehmer et al. (1991) uses a standardized residual method as in Patell (1976), but then adds a correction for event-induced variance.",0,0,0,0,p9: OLS (probably),1,0,0,0,0.35699999999999998,80,2006,US,1994.5,"US1994,5",1,0,0,0,5,0.05,1.592754,80.750683440251521,7.2558042825291713E-2,0
20,Odhad,0,0,1,Nelson,2006,The CalPERS effect revisited again,1,Journal of Corporate Finance,0.46,,1.35,,,9,0.46,,1.35,,,"p7: The results presented in panel A of Table 3 are consistent with those of Wahal (1996), with a significant CAR of 1.72% over the ( 1, +5) window for all CalPERS targetings.",,,0.01,0.45999999999999996,0.34074074074074068,0,0,0,0,1,,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p9: announcement of CalPERS targeting a firm,0,1,0,0,0,0,0,0,0,p2: performance and overall governance practices,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,p9: the market model is used to calculate the cumulative abnormal returns using an estimation period beginning  275 trading days and ending  21 trading days relative to the announcement date using the CRSP equally weighted index,p9,1,0,0,0,0,1,0,NA,NA,p1: Calpers,0,1,0,0,0,0,0,0,"p1+2: shareholders proposals, proxy proposals, (corp gov + takeover-related) + direct negotiations",0,0,0,0,1,0,0,0,0,1992,1997,,,1994.5,,45,1,0,"p9: Wahal, 1996 + Wall Street Journal using the ProQuest online databases + Calpers Focus list release",US,1,45,"English, Smythe, and McNeils’ (2004) 1992–1997 Sample - No repeat sample",1,0,0,0,p9: simple,1,"p9: but assumes no cross-sectional dependence in abnormal returns. t-statistic of Boehmer et al. (1991) uses a standardized residual method as in Patell (1976), but then adds a correction for event-induced variance.",0,0,0,0,p9: OLS (probably),1,0,0,0,0.35699999999999998,80,2006,US,1994.5,"US1994,5",1,0,0,0,5,0.05,1.592754,80.750683440251521,7.2558042825291713E-2,0
20,Odhad,0,0,1,Nelson,2006,The CalPERS effect revisited again,1,Journal of Corporate Finance,1.28,,2.68,,,9,1.28,,2.68,,,"p7: The results presented in panel A of Table 3 are consistent with those of Wahal (1996), with a significant CAR of 1.72% over the ( 1, +5) window for all CalPERS targetings.",,,0.01,1.28,0.47761194029850745,0,0,-1,1,3,,0,-1,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p9: announcement of CalPERS targeting a firm,0,1,0,0,0,0,0,0,0,p2: performance and overall governance practices,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,p9: the market model is used to calculate the cumulative abnormal returns using an estimation period beginning  275 trading days and ending  21 trading days relative to the announcement date using the CRSP equally weighted index,p9,1,0,0,0,0,1,0,NA,NA,p1: Calpers,0,1,0,0,0,0,0,0,"p1+2: shareholders proposals, proxy proposals, (corp gov + takeover-related) + direct negotiations",0,0,0,0,1,0,0,0,0,1992,1997,,,1994.5,,45,1,0,"p9: Wahal, 1996 + Wall Street Journal using the ProQuest online databases + Calpers Focus list release",US,1,45,"English, Smythe, and McNeils’ (2004) 1992–1997 Sample - No repeat sample",1,0,0,0,p9: simple,1,"p9: but assumes no cross-sectional dependence in abnormal returns. t-statistic of Boehmer et al. (1991) uses a standardized residual method as in Patell (1976), but then adds a correction for event-induced variance.",0,0,0,0,p9: OLS (probably),1,0,0,0,0.35699999999999998,80,2006,US,1994.5,"US1994,5",1,0,0,0,5,0.05,1.592754,80.750683440251521,7.2558042825291713E-2,0
20,Odhad,0,0,1,Nelson,2006,The CalPERS effect revisited again,1,Journal of Corporate Finance,1.0900000000000001,,1.81,,,9,1.0900000000000001,,1.81,,,"p7: The results presented in panel A of Table 3 are consistent with those of Wahal (1996), with a significant CAR of 1.72% over the ( 1, +5) window for all CalPERS targetings.",,,0.01,1.0900000000000001,0.60220994475138123,0,0,-2,2,5,,0,-2,2,1,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,p9: announcement of CalPERS targeting a firm,0,1,0,0,0,0,0,0,0,p2: performance and overall governance practices,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,p9: the market model is used to calculate the cumulative abnormal returns using an estimation period beginning  275 trading days and ending  21 trading days relative to the announcement date using the CRSP equally weighted index,p9,1,0,0,0,0,1,0,NA,NA,p1: Calpers,0,1,0,0,0,0,0,0,"p1+2: shareholders proposals, proxy proposals, (corp gov + takeover-related) + direct negotiations",0,0,0,0,1,0,0,0,0,1992,1997,,,1994.5,,45,1,0,"p9: Wahal, 1996 + Wall Street Journal using the ProQuest online databases + Calpers Focus list release",US,1,45,"English, Smythe, and McNeils’ (2004) 1992–1997 Sample - No repeat sample",1,0,0,0,p9: simple,1,"p9: but assumes no cross-sectional dependence in abnormal returns. t-statistic of Boehmer et al. (1991) uses a standardized residual method as in Patell (1976), but then adds a correction for event-induced variance.",0,0,0,0,p9: OLS (probably),1,0,0,0,0.35699999999999998,80,2006,US,1994.5,"US1994,5",1,0,0,0,5,0.05,1.592754,80.750683440251521,7.2558042825291713E-2,0
20,Odhad,0,0,1,Nelson,2006,The CalPERS effect revisited again,1,Journal of Corporate Finance,0.18,,0.78,,,9,0.18,,0.78,,,"p7: The results presented in panel A of Table 3 are consistent with those of Wahal (1996), with a significant CAR of 1.72% over the ( 1, +5) window for all CalPERS targetings.",,,0.01,0.18,0.23076923076923075,0,0,-1,0,2,,0,-1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p9: announcement of CalPERS targeting a firm,0,1,0,0,0,0,0,0,0,p2: performance and overall governance practices,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,p9: the market model is used to calculate the cumulative abnormal returns using an estimation period beginning  275 trading days and ending  21 trading days relative to the announcement date using the CRSP equally weighted index,p9,1,0,0,0,0,1,0,NA,NA,p1: Calpers,0,1,0,0,0,0,0,0,"p1+2: shareholders proposals, proxy proposals, (corp gov + takeover-related) + direct negotiations",0,0,0,0,1,0,0,0,0,1992,1997,,,1994.5,,31,1,0,"p9: Wahal, 1996 + Wall Street Journal using the ProQuest online databases + Calpers Focus list release",US,1,31,"English, Smythe, and McNeils’ (2004) 1992–1997 Sample - clean sample",1,0,0,0,p9: simple,1,"p9: but assumes no cross-sectional dependence in abnormal returns. t-statistic of Boehmer et al. (1991) uses a standardized residual method as in Patell (1976), but then adds a correction for event-induced variance.",0,0,0,0,p9: OLS (probably),1,0,0,0,0.35699999999999998,80,2006,US,1994.5,"US1994,5",1,0,0,0,5,0.05,1.592754,80.750683440251521,7.2558042825291713E-2,0
